athlete_id,reason,philosophy
1976465,she followed her best friend nicole eiholzer into the sport,when things go bad dont go with them
1976466,practised football running and crosscountry skiing as a child but chose rowing after taking a beginner course at seeclub sempach,""
1976467,"",""
1976469,"",""
1976473,"",""
1976476,started cycling to aid her recovery from a stress fracture of the hip,""
1976479,family tradition my grandfather was a shooter my father is a shooter my whole family is in the sport,ideals are directions not goals
1976480,her father founded the echichens bmx club in switzerland while two of her brothers were bmx racers so she followed them into the sport seeing them ride in training and racing i immediately understood that this sport would be part of my life i started with club training and after a few years i started small competitions now there are also my two sisters who have joined the adventure and this motivates me even more her sisters ines and jade are also involved in the sport we all do bmx except my mother and one of my sisters who dances,""
1976481,started sailing through the circolo velico lago di lugano club near his home and where his father was a member,everything is possible
1976486,started his athletic career with triathlon and running turning to pentathlon in 2014  because his sister practiced it,""
1976487,went to summer camp sailing optimists he did not like it at first but his parents bought a boat and he enjoyed the family sailing holidays,""
1976489,there was an ironkids race as part of the ironman race in zurich switzerland my sisters had already competed the year before so i wanted to emulate them and did my first triathlon when i was about six back then it was mostly about doing the same as my sisters and winning a cool prize triathlon was always a cool experience with the whole family,""
1976490,followed his older sister into the sport,hard work always pays off
1976491,"",""
1976496,born into a family of swimming enthusiasts he used to play football but he eventually chose swimming when i was a child i was already in the water i loved the sensation since the beginning  most of it depends on communication in swimming i can do it my own way,never give up
1976497,his family were involved in the sport so he began paddling too,paddle for fun race to win
1976500,played football from an early age but was inspired to switch sports after watching bmx videos on the internet the sport helped her overcome severe anxiety during her teenage years when she often struggled to leave her house or take on simple tasks this sport saved my life it had to do with the anxiety stuff starting around when i was 11 or so it got so i didnt like to leave home at all so i did independent study at my grandmas then i quit soccer and my parents insisted i do a sport so i started mountain biking i didnt know bmx was a thing until i saw a youtube of it i thought that would be fun to jump off  so i made little ramps of plywood and crates in my street then i started going to the skatepark in maxwell,there is always a lesson
1976502,she started as a coxswain for her mothers crew at their local club in her hometown of portland or usa she later found out her parents introduced her to rowing because she was a fearful child they brought me to rowing because i was scared of everything and i needed to toughen up i needed an outlet,""
1976503,was influenced by his father who was a longtime shooter and sports official,""
1976506,"",""
1976507,my parents sent me to judo because my father thought it was cool,""
1976512,"",""
1976519,he started cycling with his brother on their parents farm,""
1976524,it was through my father that i got into mountain biking it was love at first sight,never give up always look forward
1976527,"",""
1976530,his parents and uncle were involved in the sport at international level my parents have both supported me a lot from a young age they have trained me looked for horses for me as well as helped me find horse owners and sponsors its really been a team effort from all my family his grandfather first brought horses into the family he operated a riding school and had a successful business selling horses from his farmenjoys competition and riding in front of an audience,the most important things i believe are to work hard be dedicated try to understand your horse and do your best every day
1976534,"",""
1976537,everything began with my older brother who played football i always watched him play with my mother but the ball did not fascinate me at all it was the fastest boys who got me interested so i wanted to run that fast,""
1976538,"",""
1976540,his grandparents  founded the kuturiege windisch club around 1970 his father had been involved in the sport too so he followed in their footsteps,""
1976541,he followed his siblings who were already involved in the sport my mum took me with her when she took  luca to training and thats how i got into it too,""
1976544,his mother nadia competed in eventing and he followed in her footsteps,""
1976545,she was influenced by her sister who has competed in the sport her father is also involved in shooting,there are no problems only solutions
1976547,her family was involved in the sport,""
1976551,"",""
1976553,loved horses as a child and his father represented switzerland in international competition,i think the love for horses is the most important and what i really love about the horses is that they are your best lesson in life not only do the horses teach you something about them every day but also about yourself
1976556,his older brother encouraged him into rowing,""
1976562,she played football for 10 years and tried climbing rhythmic gymnastics and athletics she took up triathlon and because she had an aerodynamic bike she also entered time trials one of which was the swiss national championships in 2022 which she won it was never my dream to become a professional cyclist now that it is my life i cannot think of a more exciting and rewarding profession,""
1976567,he went to watch the tour de suisse with his father and knew he wanted to become a professional cyclist he was also inspired by swiss cyclist fabian cancellara fabian cancellara also influenced me for sure because i live really close to him i started cycling in his peak years and i looked up to him,keep enjoying cycling and the moments it gives you that is the most important thing also listen to your body in training and know when to back off and take a rest
1976570,"",""
1976571,"",""
1976752,"",""
1976755,"",""
1976773,"",""
1976786,"",""
1976843,her father competed in eventing and she followed him into the sport i just used to race around with my pony and then discovered hacking i thought it was great,having fun together is one of the keys to success
1976851,"",""
1976854,he focussed on dressage after his pony refused to jump anymore when i started riding i had no ambition to become a world champion i entered that world because i love horses and wanted to live among them i dont think you can be a good rider if you dont love horses you live with horses seven days a week and 24 hours a day its not a job its a passion,i identify myself with the horse i improvise and adapt to the horse the horse is not capable of changing itself to suit me but i can align myself to it i try to do whats best for the horse i never attempt to change a horses character
1976857,his father was a horse breeder in the netherlands,enjoy the good moments always work hard never think that you know everything you can always keep learning
1976860,she grew up in an equestrian environment her parents run jumping stables where she had her first pony a shetland called willem,push your boundaries
1976863,"",""
1976864,i really wanted to be a jumper but i had a pony that didnt want to jump that well for me thats why people said to me first you have to do a little bit of dressage before you start jumping,you always have to work through and keep believing in your horse and in yourself
1976867,visiting a riding school he fell in love with the sport when i finished high school i phoned  anky van grunsven asking if i could groom for her that was my beginning i can honestly say i am selfmade,follow your feelings and your dreams
1976869,"",""
1976873,"",""
1976875,his sister had taken up the sport his father and his grandfather were also involved in riding and breeding he was not initially keen on jumping having won dressage and eventing competitions as a child but at age 16 he chose jumping over football i played for a local club in our town my position was mostly as a striker or as an offensive midfield player like a number 10 i loved both  actually a lot they gave me a lot of pleasure but my feeling was that i had more chance in horse riding,as long as the horses are healthy and love their job well keep scoring i wont force any horse just to get some extra points
1976879,he inherited his love for the sport from his father eric who also competed in equestrian at international level i enjoyed going to shows with my father and i often walked the courses with him i also watched the other riders and learnt a lot at a young age i didnt think about becoming a show jumper but i was crazy about the sport my father never forced me to ride thats something that must come from within,work hard but have fun at the same time
1976922,"",""
1977055,"",""
1977075,"",""
1977095,"",""
1977101,her brother was a rower and she followed him into the sport i was already into track and field sports and football back then but as the little sister i wanted to do whatever he  was doing so i started rowing too as the years kept going by i grew to love this sport and its got me to where i am today,""
1977103,soon after the start of the 2011 school year members of the nautical club of ioannina visited his school and selected children they believed could have a future in rowingat my first session i heard rowers screaming i was very surprised and very cautious i had never seen anything like it in my life why would anyone want to practise a sport so demanding so hard and so painful over time i came to love rowing i was impressed by our ability to endure intense pain there were times when i wanted to give up eventually i learned that there was no easy way so i did not let the pain get in the way,i will never forget the words that one of my old coaches wrote and posted on the wall  the best rowers are the ones who have the best physical condition of all they are strong like weightlifters and tall like basketball players they have the endurance of longdistance runners and the explosiveness of sprinters they have the lungs of a climber the heart of a lion and the concentration of a chess player
1977111,"",""
1977114,she started in athletics when she was seven but later switched to rowing as she was attracted to the beauty of it apart from the purely competitive part i also really enjoy the quietness of the water i keep seeing a natural beauty,id rather win and be on the verge of passing out than lose and think about it for days
1977128,"",always forward but never backward
1977132,"",""
1977147,"",""
1977148,her father was a champion of greece and after she tried swimming tennis dancing and athletics without finding her niche he suggested she try rowing,""
1977153,"",""
1977159,her father was a rowing coach and she has always been around the sport for me it  is my breath i have been in the group since i was a baby my father brought me here when i was 40 days old the ioth  its my house there is no life without it,""
1977161,"",fail to prepare prepare to fail
1977174,"",""
1977180,she was a successful junior hockey player and she was grateful that her coaches gave her the opportunity to pursue rugby as well she rose through the ranks quickly and found that her achievements in rugby were eclipsing that of hockey my coaches were very good about it i was playing fairly high up in the  club but my coach was all for taking my chances with rugby it was so good to know that hed allow me to miss training and i could still play hockey at the weekend just to give rugby a complete shot to this day he is very proud,""
1977185,started with volleyball because of her mother but she didnt like the team sports and started doing an individual sport judo in the town dojo,""
1977192,"",""
1977277,followed her father,""
1977286,raised in football family,""
1977314,"",""
1977402,she was tired of watching her brother play rugby so she decided to go shooting with her grandfather instead,i feel like im in a totally different headspace now since those early days when everything came so quickly and it became quite difficult to cope with the pressure of it all ive really settled into the sport and i can go into these big occasions knowing ive been there and seen it all before  and if i do what i know i can do it will be okay
1977421,"",""
1977618,"",""
1977623,her mother introduced her to football but she was living with her grandfather and he did not want her to play i had to persist and sneak around to play,""
1977633,"",""
1977651,"",""
1977658,"",""
1977660,followed in the footsteps of her older brother who was passionate about sailing although their parents did not practise the sport,""
1977663,was an equestrian jumper until she switched to eventing after her husband benoit johner persuaded her to try the sport with three disciplines,""
1977667,was encouraged to take up athletics by one of his teachers,life doesnt give you what you want it gives you what you deserve
1977670,in the pentathlon my joy of movement is more than satisfied i am a person who likes to be challenged and pentathlon is the ultimate challenge for me the pentathlon is a balancing act between physical and mental stress and challenges me anew every day,no regrets
1977671,"",""
1977672,her older sisters trained in athletics,""
1977673,"",every time i reach something unexpected i quickly wonder what my next goal should be so far ive always managed to improve to get better and i think i can do something bigger i have not yet reached my full potential
1977678,as a highenergy child keller played many sports including athletics crosscountry skiing and ice hockey her parents eventually took her to a mountain bike park after ice hockey practice because she still had energy to burn,the person who is successful is the one who knows how to step on the gas at the right moment
1977687,"",""
1977695,"",""
1977696,invited to try the sport by some other children in his neighbourhood,""
1977698,"",""
1977699,a simple gymnastics trial session turned into a great passion,""
1977704,enjoyed the challenge of controlling his body and fighting gravity his love for outdoor activities led his parents to enroll him in a regional climbing competition,what doesnt kill you makes you stronger  friedrich nietzsche
1977707,"",""
1977709,she participated in a public shooting event organised by the frick marksmens club along with her father,believe you can and youre halfway there
1977715,"",""
1977717,his parents practised the sport and he wanted to follow in the footsteps of his older brother alexandre who competed in swimming,train big dream big
1977724,took an introductory course at the local rowing club where her father was the president,if you know your goal you will find the way
1977730,followed her sister into swimming for a time she combined the sport with athletics but she later opted to focus only on swimming,if you have a lane you have a chance
1977733,his parents who were professional mountain bikers got him involved in the sport,""
1977736,"",""
1977745,sailed with his father when he was very young he was active in competitive gymnastics but got the opportunity to compete in sailing and carried on with that,""
1977750,began playing with her family to have an activity to do together on weekends,""
1977753,this feeling of becoming one with your horse and solving tasks with sheer trust cant be described and is breathtaking,""
1977754,"",no pain no gain
1977760,my father was a decathlete and my mother was also an athlete as a child i participated in athletics but i was more devoted to artistic gymnastics when my two older sisters then started pole vaulting i also wanted to try and it was fun instantly,believe in your dreams and never give up
1977765,"",""
1977770,she was taking swimming lessons with her sisters in the same building as the judo club she enjoyed watching judo after swimming and it was sort of a ritual to sit and watch katanishi sensei teaching judo while she was waiting for her sisters to come out of the changing rooms,consistency is key
1977773,"",""
1977775,"",""
1977778,"",""
1977781,"",""
1977782,began competitive swimming because his sister competed,""
1977785,"",""
1977788,"",""
1977804,"",fight for your dreams and never give up when you work hard to achieve something you can achieve almost anything
1977805,"",enjoy the process
1977808,grew up playing ice hockey but his father who is also a rower encouraged him to take up rowing on the water i can switch off for two hours after school i like the direct influence of nature when rowing i also like the crossgenerational cooperation its easy to make friends you are a competitor on the water and friends on land,""
1977810,"",""
1977821,"",""
1977826,his father got him started he was a keen lake and offshore sailor,when the going gets tough the tough get going
1977829,"",""
1977839,"",""
1977842,"",""
1977843,his mother sabine started rowing and he eventually joined her at the seeclub stansstad on the shores of lake lucerne when he was16 he realised he could become an elite competitor i didnt really know what to expect but it didnt take long before it really got to me his father gunter followed his wife and son onto the water my parents never rowed in regattas but they are still my role models,""
1977847,"",""
1977850,competitive by nature i have always had a fascination with animals horse riding being the only sport that combines these two elements i immediately loved practicing it,""
1977854,"",ever tried ever failed no matter try again fail again fail better  samuel beckett
1977856,he started mountain biking in the summer to train for skiing his interest in mountain biking dovetailed perfectly with his love of adventure fun and nature its a sport you can just do you can go out of your house and it just starts where you are you dont need a venue you just go and then training in nature like a nice trail somewhere in the forest its a great feeling a feeling of freedom of joy thats what i really enjoy and probably will for my entire life,i think its the most important thing that you enjoy what you do i dont think you can be successful in this sport if you dont enjoy it
1977857,she participated in an introductory course at a local club in lucerne switzerland,with every stroke a little closer to the goal
1977858,his father was a former cavalry officer he grew up on a farm with working horses when he showed an interest in riding his father gave him the opportunity to train with top swiss rider willi melliger,""
1977859,"",""
1977860,started cycling at local mountain bike club rc grenchen in switzerland eventually reaching the top of the national rankings thanks to these achievements i was allowed to join the u17 national team to take part in the european youth olympic games i tried road cycling for the first time as i only just missed out on the podium in both races i saw potential in another cycling discipline for the first time,believe and achieve
1977861,"",""
1977863,"",""
1977865,found sailing through a school summer programme,""
1977867,was always attracted to shooting and his friend already took part in the sport,act
1977868,his mother coached for the local athletics team in adliswil,""
1977870,"",you can only win if your courage to win is greater than your fear of losing
1977871,"",""
1977873,"",""
1977878,was born into a family of triathlon enthusiasts training three sports  is a challenge but the variety and versatility is what makes triathlon so fascinating for me,""
1977879,"",judo is my life i like the challenges  especially in competition when it comes to winning against my opponent
1977880,she grew up on a farm in dorflingen,""
1977882,"",""
1977891,she was encouraged to take up the sport by her parents,""
1977894,her parents and sister were all volleyball players so she was always around the sport as a little kid i was next to the courts and at the tournaments watching its always been a family thing,""
1977897,"",""
1977899,grew up with horses on his familys farm located on lake constance with his parents deeply involved in riding it was only natural for him to embrace the sport,what i enjoy about eventing is the combination of dressage jumping and crosscountry the partnership with my horse and the trust that is necessary in crosscountry makes this sport really special
1977906,when i first came into contact with rowing in 2009 it was dislike at first sight  wet tiring and uncomfortable over time however i learned to appreciate the complexity of this sport so that today the rowing boat and the lake belong to me like the wooden spoon or the kitchen belong to the cook,""
1977908,"",""
1977910,"",""
1977911,school teacher told her she had talent,""
1977912,"",""
1977921,she played volleyball until her father took her to see one of the early editions of the tamaro trophy a mountain bike race on monte tamoro the experience left her in awe i was literally struck by lightning when i got home i immediately announced that this would be my sport,chasing my dreams one pedal stroke at a time
1977926,broke a 29year junior record in england in the high jump with no prior training so she had her mother take her to an athletics club was drawn to heptathlon because it combined a variety of different sports,""
1977927,"",""
1977948,he dabbled in athletics football and cricket before an injury opened the door to cycling he was diagnosed with osgood schlatter disease an inflammation of the patellar ligament that ruled him out of contact sport so he joined ystwyth cycling club and enjoyed it,""
1977960,was able to study on a track and field scholarship from primary level to university,sometimes its not your competitors who beat you but your own mind
1977963,"",""
1978047,"",""
1978055,grew up hanging around the track meeting with athletes and growing an interest in the sport his parents never pushed him into it i could do what i wanted but i saw pole vaulting as an opportunity for me to acquire a scholarship in high school that pushed me to train and focus on it,success is actually a choice  stephen curry
1978067,"",""
1978106,"",""
1978492,i tried different sports before but i only loved rhythmic gymnastics,love what you do to achieve what you desire i never lose i either win or i learn
1978514,i loved how they  used the apparatus and made it seem so effortless and beautiful,you didnt come this far to only come this far
1978541,because of its multifaceted benefits that go beyond physical strength including enhancing creativity and developing discipline,the pain you feel today is the strength you feel tomorrow
1978642,"",""
1978663,followed her father into the sport he would always play golf over the weekends which made me curious one day i asked to go to the driving range with him and he let me hit a few golf balls and it took off from there,im very competitive in nature and golf just throws a number of challenges at you you dont just compete with your opponents you also have to master the course and most importantly yourself theres a different kind of satisfaction of being able to overcome all these challenges at once
1978759,she became interested in the sport after accompanying a friend to training i immediately got drawn into what they were doing i got a signup form asked my mum to sign it for me and i started straight away it looked cool and i stayed because i was learning fast and winning medals,i had to learn that you win some you lose some but at the end of the end it is what makes you happy in your progress towards your end goal
1978973,his father bought him a shotgun but then encouraged him to pursue a different career as he was spending so much time shooting khaled told his father that if he did not qualify for the sydney 2000 olympic games he would quit competing his father told him to follow his dream,dream aim and work for it
1978995,took up fencing out of love for the sport which began with her passion for martial arts,""
1979019,"",""
1979050,"",""
1979109,"",""
1979110,"",""
1979114,wanted to be a basketball player but when that did not work out she tried rugby and football determined to become an elite athlete she eventually settled on canoe sprinting where she found success after being introduced to it by her dorm neighbour,""
1979168,enjoys the challenge of training different horses and trying to win events on them,work hard everyone has different backgrounds but if youre in the right place you can always move up the ladder make sure you have goals and ambitions and dont stop until youve achieved them
1979597,"",""
1979680,in 2008 elnur mammadli  became an olympic champion he is my inspiration because of him i started judo,those who want it win  no excuses
1979712,"",""
1979715,"",""
1979718,his father works at a tennis academy,""
1979721,"",""
1979732,"",""
1979734,"",""
1979738,his mother noticed an advert for a local tennis training group while accompanying him to swimming lessons,""
1979817,in his town there was a competition once a month and he saw boxing as an opportunity to help his family improve their financial situation if you win they give you 30 us dollars if you lose 20 every month you need to prepare to fight for the 30 dollars after that i would go home buy rice or coffee to bring to my mother and give some money,""
1979870,started when her older brother rominick would train her just for fun,""
1979881,one of his neighbours encouraged him to start boxing after seeing him in a backyard match he then participated at a local boxing at the park event in cagayan de oro where officials there saw that he had potential,i always think about how i started boxing the hardship thats where i draw strength from myself so i dont think about the wealth
1979904,her father teodoro taught her how to box as a child she then took up the sport competitively so she could help her family earn extra income the reason i chose boxing is because i can help my family and study for free there are a lot of opportunities for me in the sport at first it wasnt my choice it was more for selfdefence only,no stopping until there is no gold
1979929,"",""
1980008,"",""
1980033,"",""
1980109,"",""
1980115,"",""
1980116,"",""
1980119,"",""
1980122,"",""
1980125,noticed by an organisation that works with talented youngsters,""
1980126,"",""
1980135,a school official noticed her dancing in her kindergartens dance room and took her to training,""
1980140,"",""
1980141,"",""
1980142,"",""
1980143,"",""
1980149,"",""
1980152,"",""
1980153,"",""
1980161,"",""
1980201,her family lived next to the trampoline gymnastics training hall and her mother a former figure skater enrolled her mom didnt know anything about the trampoline she just wanted her daughter to play sports but not figure skating children as a rule enjoy jumping on sofas and beds and even on trampoline nets it was interesting for me too but the first year of classes was very difficult with hysterics i didnt want to go my coach regularly picked me up calmed me down and put me on the trampoline i sat there and sat there and then finally started the exercises,""
1980226,"",""
1980230,when he was 17 he joined club benediction in rwanda to pursue a career in cycling,""
1980244,"",""
1980454,"",""
1980471,i was motivated to run by the love and excitement sports can bring to the faces of people the first time he ran a track race he was spotted by a coach who bought him running shoes and sportswear i used those for some years and there was no way when they got finished that id have any money to buy another pair of shoes,im doing it for my country not for myself i want to bring peace in my country
1980485,"",""
1980513,was inspired by ugandan distance runners stephen kiprotich and moses ndiema kipsiro i knew stephen and moses were good runners and they were doing well so i thought why cant i run too,i have a gift for running and i intend to make the most of it
1980555,"",""
1980587,"",""
1980700,her older sisters were involved with their middle and high school programs so she would play around during halftime of their games,""
1980754,"",""
1980759,had dreams to become a professional sprinter but lacked interest in pursuing further education until he met coach elorm amenakpor who sought to recruit him for the university of ghana after several deliberations i agreed to join the school and balance academics and athletics because it was then i realised that without school i did not stand a chance of making it big time as an athlete,""
1980783,"",""
1980789,"",""
1980815,"",""
1980818,took up volleyball after injuries prevented him from advancing his track and field athletics career,""
1980822,"",""
1980825,"",""
1980826,"",""
1980827,"",""
1980829,originally wanted to play volleyball to follow her father but there was no womens volleyball teams in her hometown,""
1980833,my cousin used to train and i followed him because i liked how he was lifting me up and playing with me so i went to my first training with my parents,whether you think you can or you think you cant  youre right
1980835,"",""
1980838,followed the footsteps of her brother jaka,""
1980847,"",""
1980848,he wanted to take up the sport after watching his brothers kayak from the side of the river,the first and greatest victory is to conquer yourself  plato
1980851,"",""
1980852,"",""
1980857,to follow after his brother,""
1980863,i was inspired to play table tennis by my friend nathan urh we went to kindergarten together and he invited me to attend a table tennis practice his parents were coaches once very famous national champions in the former yugoslavia  when i picked up the paddle the coach noticed my talent and told me to stay in table tennis,everything negative  pressure challenges  is all an opportunity for me to rise
1980864,"",""
1980865,"",""
1980867,"",""
1980870,"",""
1980872,"",""
1980873,"",""
1980875,her mother was a rhythmic gymnastics coach and got her involved in it,look in one direction have one goal and have complete mutual understanding in any situation the main thing is diligence health luck and complete trust in the coach your tandem with the coach is the most important thing we understand each other perfectly
1980877,"",""
1980879,followed her older sister,everything happens for a reason
1980880,"",""
1980882,started it as a addition to training jujitsu and after a few months he switched to training judo full time because he liked it more,""
1980884,she followed her brother into the sport at first i just wanted to have my own bike at the club i got not only a bike but also a new passion,""
1980886,my brother and i were introduced to canoeing by our father who would sit us in his lap and take us up and down the river soca my older brother started properly training in canoeing first and as a younger sister i did whatever he did so i decided to take up canoeing as well,kayaking is a nature sport where certain rules apply its important to explore things around you try to understand them and have fun doing it
1980887,"",""
1980900,"",""
1980902,"",""
1980935,her mother a former artistic swimmer encouraged her to try the sport she was involved in gymnastics too but preferred artistic swimming so focused on that i really enjoyed swimming and the feel of the water and in 2012 i decided i really wanted to focus on synchro in the past my mum was a synchro swimmer my brother was also a speed swimmer and so it felt like the right path to follow,""
1981010,"",""
1981039,i actually started running in grade 10 i was more of a netball girl i didnt like running then there was a time the teachers took us out for trials and i came first people were so excited telling me that i had beaten the fastest girls in school so thats when i decided to do it and i started falling in love with it,""
1981046,"",""
1981054,"",""
1981055,his mother who used to do sprints in her youth convinced him to drop football for athletics in 2010 she said that in the sport of football you are relying on a team in athletics it is all down to you i like a challenge and i realised if i fully committed i had the potential to go far,""
1981058,"",""
1981059,played basketball and rugby as a child but was convinced by a school teacher and coach yao fasamoah to pursue athletics because of his speed coach yao got me to do athletics at school and looking back at it all and where i am now i am very glad i listened to him he told me he could make me into a champion i knew i was fast but did not think i was that fast,""
1981060,he excelled in the mpumalanga province primary school competitions but at the national level he was consistently defeated losing made me want to win more it made me work harder once i lose i dont want to be losing again in high school he had narrowed down sports to athletics and rugby upon joining the tukssport high school he had to focus on one athletics looked the best option as i am not big and strong rugby just became too gruesome and people were getting hurt,""
1981061,followed his family into athletics ive always taken part in athletics and rugby my stepfather did longdistance athletics and marathons my father did high jump sprints and rugby my mother also did sprints and high jump i just carried on the legacy,""
1981066,it all happened in primary school various sports were offered and athletics was one of them i earned my first provincial colours for 100m in 2009 without serious training so i thought i should actually give this sport a try,""
1981067,it all started when my lifelong neighbour jaden steyn would always run away with my phone or game controller i had to chase him around our complex since then athletics has really just been a part of me,it comes down to who wants it the most and who trains the hardest
1981068,"",if it doesnt come today it will come tomorrow if not tomorrow it will come in the future
1981069,she was inspired by watching the comrades marathon a south african ultramarathon on television it wasnt as much the winners who inspired me the most but rather the size of the field i was convinced if all those thousands of south africans could do it i could too,impossible is nothingbecause i came into the sport so late i think i have a different outlook to many other athletes i dont know how much faster i can go thats why i say impossible is nothing because i dont think of limits in my running just potential in my mind it gives me an edge
1981070,"",""
1981071,is running to make a living as an adult i want to make money nothing more if i could find something else from which to make money like becoming an accountant i would do that running is a career like any other i wouldnt mind retiring tomorrow if i had enough in the bank and i am honest about that,""
1981072,"",""
1981073,"",perfection is that chase to an everelusive goal the thing is that you can never give up youve got to keep on going for it it means striving to be better today than you were yesterday that is how records get set
1981075,was a good football player  and runner in his school days but my passion was athletics,""
1981077,as a young girl she spent hours cheering on her aunt former comrades marathon winner francis van blerk i was always at races supporting her and one day i realised that i would like to get my own medals,""
1981079,"",run with your legs to be fast run with your mind to be faster run with your heart to be unstoppable
1981081,joined a local athletic club run by john and maria diamond when the diamond family introduced me to club athletics i did not know anything i was 18 and the only knowledge i had about athletics was school athletics or watching the world championships they helped me start my journey,ive always believed in myself my mindset has always been set on being the best because i am a very competitive and motivated person
1981083,"",""
1981084,"",""
1981085,"",""
1981088,loved netball but enjoyed athletics even more in athletics you do it for yourself,""
1981089,"",""
1981090,"",""
1981092,played rugby at school but switched to athletics because he felt his performances could be judged more fairly in athletics than in rugby,i am a very competitive person it has to do with the way i grew up as a family we always had some sort of competition going i never competed to be second even when i train there are no half measures during every training session i warm up as if i am going to compete
1981096,at age eight he finished third in the u9 south african crosscountry championships despite running with a thorn in his foot i realised that if i could be third in the country i could take it further that thorn taught me that i can overcome anything that stands in my way,a marathon is like a game of chess you have to make your moves at the right time and you must watch other peoples moves it is about perseverance and your will to win
1981099,threw a shot put about 13 metres and a friend told him to try the discus i did one throw it landed about 20m forward and 20 to the right  and i said no thats not for me but the one teacher in charge of discus training told me to give it one more try and it went far,""
1981103,"",""
1981119,his brother had started sailing and he followed him,""
1981124,"",""
1981126,he played basketball for a number of years before he was encouraged to switch sports by a local professional cyclist in his hometown of idrija slovenia,""
1981130,"",""
1981131,as a child she would often scale trees or door frames in her house i began climbing trees closets and doors at first soon i was introduced to real climbing holds and my parents signed me up at a club when i started climbing i never knew i would be this successful in my career i was inspired by a variety of moves and the movement of the body,climbing is a moment where i fall in love with life there are no ways to cheat because when you are on the wall you are on your own its a challenge against yourself physical and mental what are you capable of and i love that feeling you get when you reach the top after so many unsuccessful attempts when i am on the wall nothing else matters i can refresh and forget about all the problems i have
1981132,"",never give up
1981143,"",""
1981149,her brother inspired her to be a judoka she enjoyed it because she learned judo via the game and it generated confidence,when youre chasing a dream or doing anything hard youre meant to feel good a third of hte time ok a third of the time and crappy a third of a time and if the ratio is roughly in that range then youre doing fine
1981151,followed her parents both competitive swimmers into the sport my mum and dad wanted me to enter other sports at first but i didnt stay in any of them i felt it in swimming and continuing it was inevitable my parents successes their medals watching them were certainly to blame for me gaining a love of swimming,""
1981154,parents and physical education teacher noticed her interest in sports,""
1981156,"",""
1981157,"",""
1981160,his potential was spotted by coach gorazd rajher who started training him,the technique comes first then everything else
1981167,"",""
1981168,her family sails her father was keen to get his children involved and proficient in sailing,""
1981169,her father was a windsurfing coach and introduced her and her brother val to the sport,""
1981171,her mother a former gymnast got her interested in gymnastics she trained in dance and gymnastics and after a year her gymnastics coaches saw her potential to train in a serious programme she then decided to stop dancing and devote her time to gymnastics,where theres a will theres a way you can do anything if you want to the pressure is always there especially in competitions when you want to achieve something i face failure by telling myself that i still have many competitions ahead of me and that i can still prove that i can do it
1981180,"",""
1981181,"",""
1981185,"",""
1981186,"",""
1981195,followed her older sister anja into the sport prior to judo she trained in swimming climbing and gymnastics,stepping out of your comfort zone is essential for improvement challenge yourself maintain a positive mindset that empowers while staying true and being yourself enjoy the battle
1981196,"",""
1981197,at age 12 he joined the local cycling club and found that the sport not only boosted his energy levels but as an introvert it enabled him to make friends,""
1981202,"",""
1981204,she watched a judo presentation at school she was not involved in any other sports so decided to give it a try,everything will happen at the right time
1981206,followed her older brother into the sport,i always want to see where my limits are and i want to be better than others
1981214,"",""
1981224,"",""
1981295,"",""
1981375,since he started boxing his goal has been to box at the olympic games he achieved that goal by securing qualification at the first olympic qualification tournament in busto arsizio italy in march 2024,""
1981393,"",your worst enemy will always be yourself
1981397,"",""
1981426,"",""
1981463,"",""
1981464,"",""
1981466,to follow his older brother klemen into the sport,""
1981468,"",""
1981469,"",""
1981471,"",""
1981475,"",""
1981476,"",""
1981479,"",""
1981480,followed his father and brother into the sport,""
1981481,his father was a professional paddler and introduced him to the sport i fell in love instantly with the sport this is the most beautiful sport in the world,im a perfectionist and im going for gold
1981485,her father introduced her to the sport i loved everything about golf my dad was playing he showed me how to and then i started playing when i was three years old the first tournament i played in i was four and a half it was a national championship for u8s and i came third  it was where i made my first birdie i loved golf because i was outside and i loved playing and being in tournaments,my job is my passion
1981495,took up volleyball because his parents played,""
1981502,"",""
1981504,started playing handball but his club went bankrupt and he tried to find a similar sport,""
1981513,"",""
1981519,"",""
1981521,her teacher noticed her talent and introduced her to a mountain bike coach she liked the sport because it was fun,strive to be your best
1981530,"",""
1981537,she started sailing at a local club her parents are not sailors she was inspired by her first coach milan morgan,winning is not everything but the only true thing
1981538,"",""
1981540,took up volleyball because his family played,""
1981546,"",""
1981547,"",""
1981548,took up volleyball after watching others play at a local club,""
1981549,his father was kiting and after watching him he dreamed of doing the same he started with freestyle and then moved into racing,""
1981553,"",""
1981556,"",""
1981558,"",""
1981564,"",""
1981567,"",""
1981581,"",""
1981582,first picked up a bow at the local archery clubs booth at a fair the next day she asked her grandfather to make her own bow and he eventually took her to her first lesson,""
1981585,his mother saw an advertisement for the local archery club at his primary school,""
1981587,"",""
1981595,she was recruited into the sport by university of cebu coach garry toleno,""
1981596,found weightlifting through her cousins who were also training in the sport and her father who competed in powerlifting when he was young i was always one of the boys thats why i would always play whatever they were playing i never knew back then that weightlifting would change my life in the future i really like the sport because you have only yourself as your opponent and yourself to blame when you lose i prefer playing solo,i just need to beat me
1981600,"",time shows true intentions
1981602,his best friend chose athletics over football so he decided to follow suit by his own account he was really really bad when he first started,""
